category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,"Night Effect which causes loss of signal and fading, resulting in bearing errors from NDB transmissions, is due to:",static activity increasing at night particularly in the lower frequency band.,interference from other transmissions and is maximum at dusk when east of the NDB.,the effect of the Aurora Borealis.,skywave distortion of the null position and is maximum at dawn and dusk.,4,,
RNAV,Given:<br><br>W/V (°T): 230/20 kts<br>Variation: 6° E<br>TAS: 80 kts<br><br>What relative bearing to an NDB should be maintained in order to achieve an outbound course of 257° (M) from overhead the beacon?,188°,008°,352°,172°,1,,
RNAV,The main factor that limits the range of an NDB is:,the transmitter power.,the antenna height of the transmitter.,the identification modulation.,the direction of polarisation.,1,,
RNAV,Factors liable to affect most NDB/ADF system performance and reliability include:,coastal refraction - lane slip - mountain effect.,height error - station interference - mountain effect.,static interference - night effect - absence of failure warning system.,static interference - station interference - latitude error.,3,,
RNAV,Locators are:<br>1) high powered NDBs used for en route and airways navigation.<br>2) low powered NDBs used for airfield or runway approach.<br>3) beacons with a typical range of 10 - 200 NM.<br>4) beacons with a typical range of 10 - 25 NM.<br>The combination regrouping all the correct statements is:,"2, 3","1, 3","2, 4","1, 4",3,,
RNAV,An NDB is on a relative bearing of 316° from an aircraft. Given:<br>Compass heading: 270°<br>At aircraft deviation: 2°W<br>At aircraft variation: 30°E<br>At station variation: 28°E<br>Calculate the true bearing of the NDB from the aircraft:,072°,074°,252°,254°,4,,
RNAV,The ADF indication in the cockpit is a:,magnetic bearing on a fixed card indicator.,true bearing on an RMI.,relative bearing on an RMI.,relative bearing on a fixed card indicator.,4,,
RNAV,What is true about the range of an NDB?,It is affected by the power of the transmitter.,It is limited to line of sight.,It depends the height of the aircraft.,It is always greater during the day than at night.,1,,
RNAV,"According to ICAO Annex 10, in which frequency band(s) does a locator normally transmit?",LF / MF,MF / HF,HF / VHF,HF,1,,
RNAV,An aircraft is required to approach a VOR station via the 244° radial. In order to obtain correct sense indications the deviation indicator should be set to:,064° with the FROM flag showing.,244° with the FROM flag showing.,064° with the TO flag showing.,244° with the TO flag showing.,3,,
RNAV,If the reference phase differs 030° with the variable phase the radial from the VOR station will be:,210°,330°,150°,030°,4,,
RNAV,Which statement is true about the use of the Doppler effect in a Doppler VOR?,The Doppler effect is used to create a signal which is received by the aircraftâ€™s VOR-receiver as a frequency modulated signal.,By using the Doppler effect it is also possible to determine the aircraftâ€™s approach speed to the VOR.,By using the Doppler effect it is possible to determine the range of the aircraft from the VOR station more accurately.,The Doppler effect is used to create a signal which is received by the aircraftâ€™s VOR-receiver as an amplitude modulated signal.,1,,
RNAV,DVOR is less sensitive to site errors than CVOR because of the:,relatively large antenna of DVOR (compared to CVOR).,presence of a monitoring system.,fact that the variable phase is frequency modulated instead of amplitude modulated (as with CVOR).,use of vertical polarized waves instead of horizontal polarized waves (as with CVOR).,1,,
RNAV,"In order to plot a bearing from a VOR station, a pilot needs to know the magnetic variation:",at the aircraft location.,at the half-way point between the aircraft and the station.,at both the VOR and aircraft.,at the VOR.,4,,
RNAV,Given:<br><br>OBS for a VOR is selected to 090°.<br>From/To indicator indicates TO.<br>CDI needle is deflected halfway to the right.<br><br>On what radial is the aircraft?,095°,265°,275°,085°,3,,
RNAV,"A pilot flying an aircraft at FL80 tunes in a VOR which has an elevation of 313 m. Given ISA conditions, what is the maximum theoretical distance at which a pilot might expect to receive the VOR signals?",180 NM,151 NM,100 NM,120 NM,2,,
RNAV,"Your aircraft is heading 075°(M). The OBS is set to 025°. The VOR indications are ""TO"" with the needle showing right deflection. Relative to the station, you are situated in a quadrant defined by the radials:",295° and 025°.,115° and 205°.,025° and 115°.,205° and 295°.,4,,
RNAV,Transmissions from VOR facilities may be adversely affected by:,night effect.,uneven propagation over irregular ground surfaces.,quadrantal error.,static interference.,2,,
RNAV,"If VOR bearing information is used beyond the published protection range, errors could be caused by:",interference from other transmitters.,sky wave interference from the same transmitter.,noise from precipitation static exceeding the signal strength of the transmitter.,sky wave interference from distant transmitters on the same frequency.,1,,
RNAV,In which frequency band do VOR transmitters operate?,SHF,UHF,VHF,EHF,3,,
RNAV,In the VOR receiver the radial is determined by measurement of the:,time difference between the reception of the variable signal and the reference signal.,doppler shift on the reference signal.,phase of the variable signal.,phase difference between the variable signal and the reference signal.,4,,
RNAV,On an RMI the front end of a VOR pointer indicates the:,radial.,radial plus 180°.,relative bearing.,magnetic bearing from the station.,2,,
RNAV,The frequency range of a VOR receiver is:,108 - 111.95 MHz.,108 - 135.95 MHz.,118 - 135.95 MHz.,108 - 117.95 MHz.,4,,
RNAV,"An aircraft is on the 120° radial from a VOR station. Course 340° is selected on the HSI (Horizontal Situation Indicator). If the magnetic heading is 070°, the deviation bar relative to the aeroplane symbol, will be:",in front.,right.,behind.,left.,3,,
RNAV,"Which of the following statements about the scalloping (path deflection) of VOR-radials, in relation to the accuracy of navigation using a VOR/DME RNAV-system, is correct?",Scalloping has no effect on the accuracy of navigation because it only results in the movement of the needle of the Course Deviation Indicator.,Scalloping has a negative effect on the accuracy of navigation.,Scalloping has a positive effect on the accuracy of navigation.,Scalloping has no effect on the accuracy of navigation because this accuracy is independent of VOR- or DME-measurements.,2,,
RNAV,"The captain of an aircraft flying at FL100 wishes to obtain weather information at the destination airfield (0 ft MSL) from the airfields VOR. Assuming ISA conditions, what is the approximate maximum theoretical range at which it can be expected to obtain this information?",12.5 NM,1 250 km,125 km,125 NM,4,,
RNAV,An aircraft at FL100 should be able to receive a VOR ground station located at 100 ft above MSL at an approximate maximum range of:,137 km,125 NM,220 NM,137 NM,4,,
RNAV,A VOR is sited at position 58°00'N 073°00'W where the magnetic variation equals 32°W. An aircraft is located at position 56°00'N 073°00'W where the magnetic variation equals 28°W. The aircraft is on VOR radial:,208°,212°,360°,180°,2,,
RNAV,A Course Deviation Indicator (CDI) shows full deflection to the left when within range of a serviceable VOR. What angular deviation are you from the selected radial?,1.5° or more.,2.5° or more.,10° or more.,Less than 10°.,3,,
RNAV,Reflection on mountain surfaces (mountain effect) can concern:,VOR and NDB.,Neither VOR nor NDB.,VOR only.,NDB only.,1,,
RNAV,"A VOR is sited at position A (45°00'N, 010°00'E). An aircraft is located at position B (44°00'N, 010°00'E). Assuming that the magnetic variation at A is 10°W and at B is 15°W, the aircraft is on VOR radial:",195°,180°,185°,190°,4,,
RNAV,Unless otherwise specified a radial is:,the true great circle direction to the beacon.,the true great circle direction from the beacon.,the magnetic great circle direction to the beacon.,the magnetic great circle direction from the beacon.,4,,
RNAV,"Given:<br><br>Magnetic heading: 280°<br>VOR radial: 090°<br><br>What bearing should be selected on the omni-bearing selector (OBS) in order to center the VOR deviation needle with a ""TO"" indication?",270°,280°,100°,090°,1,,
RNAV,Two aircraft are located on (arbitrary) different radials but at equal distances from a VOR-station. Which statement is true?,At a certain moment of time the phase of the reference signals is unequal and the phase of variable signals is equal for both aircraft.,"At a certain moment of time, both the phase of the reference signals and of the variable signals are unequal for both aircraft.","At a certain moment of time, both the phase of the reference signals and of the variable signals are equal for both aircraft.",At a certain moment of time the phase of the reference signals is equal and the phase of variable signals is unequal for both aircraft.,4,,
